id;curriculum;nameHu;nameEn;hasLearningMaterialHU;hasLearningMaterialEN
TT-Internal_Auditor_of_EIT-21;TA-Fund_Management-51;false;Internal Auditor of EIT;false;false
TT-Soil_Protection_Information_and_Monitoring_System_Control-21;TA-Food_Chain_Safety-21;false;Soil Protection Information and Monitoring System Control;false;false
TT-COO_of_EIT-21;TA-Fund_Management-51;false;COO of EIT;false;false
TT-Pesticide_Control_Program-21;TA-Food_Chain_Safety-21;false;Pesticide Control Program;false;false
TT-Control_Programme_for_Pesticide_Residues-21;TA-Food_Chain_Safety-21;false;Control Programme for Pesticide Residues;false;false
TT-Fruit_and_Vegetable_Domestic_Distributor_Control_Plan-21;TA-Food_Chain_Safety-21;false;Fruit and Vegetable Domestic Distributor Control Plan;false;false
TT-Sampling_of_Foods_for_Chemical_Analysis-21;TA-Food_Chain_Safety-21;false;Sampling of Foods for Chemical Analysis;false;false
TT-Spray_Rinse_Sampling-21;TA-Food_Chain_Safety-21;false;Spray-Rinse Sampling;false;false
TT-Ad_hoc_Sampling-21;TA-Food_Chain_Safety-21;false;Ad-hoc Sampling;false;false
TT-Planned_Sampling-21;TA-Food_Chain_Safety-21;false;Planned Sampling;false;false
TT-Sampling_Process-21;TA-Food_Chain_Safety-21;false;Sampling Process;false;false
TT-Objective_Sampling-21;TA-Food_Chain_Safety-21;false;Objective Sampling;false;false
TT-Selective_Sampling-21;TA-Food_Chain_Safety-21;false;Selective Sampling;false;false
TT-Sample_Collection-21;TA-Food_Chain_Safety-21;false;Sample Collection;false;false
TT-Bulk_Sample_Collection-21;TA-Food_Chain_Safety-21;false;Bulk Sample Collection;false;false
TT-Manual_Sample_Collection-21;TA-Food_Chain_Safety-21;false;Manual Sample Collection;false;false
TT-Laboratory_Analysis-21;TA-Food_Chain_Safety-21;false;Laboratory Analysis;false;false
TT-Data_Analysis-21;TA-Food_Chain_Safety-21;false;Data Analysis;false;false
TT-Laboratory_Methods-21;TA-Food_Chain_Safety-21;false;Laboratory Methods;false;false
TT-Target_of_the_Laboratory_Analysis-21;TA-Food_Chain_Safety-21;false;Target of the Laboratory Analysis;false;false
TT-Immuno_Magnetic_Separation-21;TA-Food_Chain_Safety-21;false;Immuno-Magnetic Separation;false;=Immunomagnetic separation=  Immunomagnetic separation (IMS) is a laboratory tool that can efficiently isolate cells out of body fluid or cultured cells. It can also be used as a method of quantifying the pathogenicity of food, blood or feces. DNA analysi
TT-Incubation-21;TA-Food_Chain_Safety-21;false;Incubation;false;false
TT-Polymerase_Chain_Reaction-21;TA-Food_Chain_Safety-21;false;Polymerase Chain Reaction;false;=Polymerase Chain Reaction=  The polymerase chain reaction (PCR) is a technology in molecular biology used to amplify a single copy or a few copies of a piece of DNA across several orders of magnitude, generating thousands to millions of copies of a parti
TT-ISO_Standards-21;TA-Food_Chain_Safety-21;false;ISO Standards;false;false
TT-Attributes_of_the_Sample-21;TA-Food_Chain_Safety-21;false;Attributes of the Sample;false;false
AF-Degree_of_Concentration-21;TA-Food_Chain_Safety-21;false;Degree of Concentration;false;false
AF-Degree_of_Intensity-21;TA-Food_Chain_Safety-21;false;Degree of Intensity;false;false
AF-Quantity_of_the_Sample-21;TA-Food_Chain_Safety-21;false;Quantity of the Sample;false;false
AF-Quality_of_the_Sample-21;TA-Food_Chain_Safety-21;false;Quality of the Sample;false;false
AF-Homogenity_of_the_Sample-21;TA-Food_Chain_Safety-21;false;Homogenity of the Sample;false;false
AF-Heterogenity_of_the_Sample-21;TA-Food_Chain_Safety-21;false;Heterogenity of the Sample;false;false
AF-Antibody-20;TA-Food_Chain_Safety-21;false;Antibody;false;false
AF-Antigen-20;TA-Food_Chain_Safety-21;false;Antigen;false;=Antigen=  In immunology, an antigen (Ag), abbreviation of antibody generator, is any structural substance which serves as a target for the receptors of an adaptive immune response, TCR or BCR or its secreted form antibody, respectively. Each antibody is 
AF-Carnobacterium-20;TA-Food_Chain_Safety-21;false;Carnobacterium;false;=Carnobacterium=  Carnobacterium is a genus of Gram-positive bacteria within the family Leuconostocaceae. C. divergens and C. maltaromaticum are found in the wild and in food products and can grow anaerobically. These species are not known to be pathogeni
AF-Cellulose-20;TA-Food_Chain_Safety-21;false;Cellulose;false;=Cellulose=  Cellulose is an organic compound with the formula (C6H10O5)n, a polysaccharide consisting of a linear chain of several hundred to many thousands of β(1→4) linked D-glucose units. Cellulose is an important structural component of the primar
AF-Contamination-20;TA-Food_Chain_Safety-21;false;Contamination;false;false
AF-Deoxyribonucleic_Acid-20;TA-Food_Chain_Safety-21;false;Deoxyribonucleic Acid (DNA);false;false
AF-Food_Allergens-20;TA-Food_Chain_Safety-21;false;Food Allergens;false;false
AF-Pathogen-20;TA-Food_Chain_Safety-21;false;Pathogen;false;false
TT-Sampling_of_food_for_the_Analysis_of_Preservatives-20;TA-Food_Chain_Safety-21;false;Sampling of food for the Analysis of Preservatives;false;false
TT-Consolidating_and_Fostering_Growth_and_Impact_of_the_Existing_KICs-19;TA-Fund_Management-51;false;Consolidating and Fostering Growth and Impact of the Existing KICs;false;=Consolidating and Fostering Growth and Impact of the Existing KICs=  The EIT will actively support the initial three KICs to enhance their potential and impact and their contribution to the objectives of Horizon 2020. Over time, the KICs will expand thei
TT-Creating_New_KICs-19;TA-Fund_Management-51;false;Creating New KICs;false;=Creating New KICs=  In order to further enhance impact and to incentivise innovation in new areas of societal challenges, the EIT will gradually expand its portfolio of KICs. By following an incremental development path in establishing new KICs, the EIT 
TT-Enhancing_EITs_Impact-19;TA-Fund_Management-51;false;Enhancing EITs Impact;false;=Enhancing EITs Impact=  In the initial period, the EIT has mainly focused its efforts on establishing the KICs. While it is a clear goal for the EIT to strengthen existing centres of excellence, the EIT will also need to ensure that it delivers benefits 
TT-Regional_Innovation_Scheme-19;TA-Fund_Management-51;false;Regional Innovation Scheme;false;false
TT-Innovation_in_the_Knowledge_Triangle-19;TA-Fund_Management-51;false;Innovation in the Knowledge Triangle;false;false
TT-Education_in_KICs-19;TA-Fund_Management-51;false;Education in KICs;false;false
TT-Applied_Research_in_KICs-19;TA-Fund_Management-51;false;Applied Research in KICs;false;false
TT-Enterpreneurship_in_KICs-19;TA-Fund_Management-51;false;Enterpreneurship in KICs;false;false
TT-KIC_Labeled_Degree-19;TA-Fund_Management-51;false;KIC Labeled Degree;false;false
TT-EIT_Labeled_Degree-19;TA-Fund_Management-51;false;EIT Labeled Degree;false;false
TT-Startup-19;TA-Fund_Management-51;false;Startup;false;false
TT-Spin_off-19;TA-Fund_Management-51;false;Spin-off;false;false
TT-Capital_Investment-19;TA-Fund_Management-51;false;Capital Investment;false;false
TT-Business_Incubation-19;TA-Fund_Management-51;false;Business Incubation;false;false
TT-Starting_up_KIC-19;TA-Fund_Management-51;false;Starting up KIC;false;=Startup Grant Agreement=  Early stage in the life cycle of an enterprise where the entrepreneur moves from the idea stage to securing financing, laying down the basis structure of the business, and initiating operations or trading. 
TT-Implementation_of_KIC_Activities-19;TA-Fund_Management-51;false;Implementation of KIC Activities;false;#N�V?
TT-Reporting_by_KIC-19;TA-Fund_Management-51;false;Reporting by KIC;false;false
TT-Business_Planning_in_KIC-19;TA-Fund_Management-51;false;Business Planning in KIC;false;=Business Planning in KIC=  A KIC Business Plan is a comprehensive document describing the implementation of the seven-year KIC's strategy and the planned portfolio of KIC activities for a particular period (typically a calendar year)   A KIC Business Pla
"rocedures and steps, and profiles/expertise of people involved in the process of selecting the KAVA and KCA for this Segment <o size=\""3\""><o size=\""3\"">&#160,</font> </p> <p class=\""MsoNormal\"" style=\""text-indent: -18.0pt, margin-left: 36.75pt, margin-top: 0cm, text-align: left, margin-right: 6.3pt, margin-bottom: .2pt\""> <font size=\""3\"">&#167,&#160,&#160,Monitoring and quality management measures, including risk analysis and contingency plans. <o size=\""3\""><o size=\""3\"">&#160,</font> </p> <p align=\""left\"" class=\""MsoNormal\"" style=\""text-indent: 0cm, margin-left: .7pt, margin-top: 0cm, line-height: 107%, text-align: left, margin-right: 0cm, margin-bottom: 2.6pt\""> <font size=\""3\"">&#160,<o size=\""3\""><o size=\""3\"">&#160,</font> </p> <h2 style=\""margin-left: .5pt, text-align: left\""> <font size=\""3\"">E.&#160,&#160,Contribution to EIT Triennial Work Programme (max. 3 pages) <o size=\""3\""><o size=\""3\"">&#160, </font> </h2> <p class=\""MsoNormal\"" style=\""margin-left: .3pt, margin-top: 0cm, text-align: left, margin-right: 6.3pt, margin-bottom: 10.95pt\""> <font size=\""3\"">This section should serve as the KIC input to the EIT Triennial Work Programme, which draft will be sent to the European Commission for opinion. The final version will be sent to the European Parliament and the Council for information.&#160, <o size=\""3\""><o size=\""3\"">&#160,</font> </p> <p class=\""MsoNormal\"" style=\""text-align: left, margin-right: 6.3pt\""> <font size=\""3\"">It should present the major priorities and planned initiatives of the KIC for the year N+1, N+2 and N+3 including an estimate of financing needs and sources as well as the expectations on the KIC outputs and results.&#160, <o size=\""3\""><o size=\""3\"">&#160,</font> </p> <div style=\""text-align: left\""> <font size=\""3\""><br size=\""3\""> </font><hr size=\""3\""> <div id=\""ftn1\""> <p class=\""footnotedescription\"" style=\""text-indent: 0cm, margin-left: .75pt, line-height: 121%, text-align: left\""> <font size=\""3\"">[1]&#160,&quot,While KICs will not be fully financially independent from the EIT during the first years of operation, they will be encouraged to become sustainable in the medium-term, i.e. gradually reduce their dependency from EIT funding- for their further consolidation and further expansion. EIT funding will continue to be provided for certain KIC added value activities where EIT investment brings substantial returns, such as education, business creation, co- location, outreach and dissemination.&quot, EIT Strategic Innovation Agenda Section p.4:&#160, http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0892:0923:EN:PDF &#160,<o size=\""3\""><o size=\""3\""></font> </p> </div> </div> <p> </p> </body> </html>   ==Business Plan Area (Budget Heading)==  Broad category of KIC work planned to be undertaken in year N. Examples for KIC InnoEnergy: Education, Innovation Projects, Business Creation Services Examples for EIT ICT Labs: Education, Thematic, Business Examples for Climate KIC: Education, Innovation & Pathfinder, Entrepreneurship  ==Business Plan Segment (Budget Sub-heading)==  A grouping of planned KIC activities based on, for example topical or geographical criteria. This KIC work disaggregation level is optional, and refers to an upper than Activity but lower than Area level of disaggregation of KIC Business Plan. Examples for KIC InnoEnergy: MSc Programs, Innovation Projects in Chemical Fuels Examples for EIT ICT Labs: Master School, Health & Wellbeing, New Business Creation Examples for Climate KIC: Scholar (Masters) programmes, Innovation projects, Pathfinder projects, Incubation and Support  ==Business Plan Activity (Budget Item)==  A homogenous part of the planned KIC work for a year N for which specific objectives, clear scope, key milestones, specific outputs and deliverables, envisaged outcomes and budgeting assumptions are identified. As the definition of this level is based on the KIC's specific internal organization and working methods, the exact level of disaggregation of the overall KIC work at which an activity would be described may vary between the KICs. The Business Plan Activity level could describe a stand-alone KIC added value activity or the application / linkage of specific KIC added value components to one or more KIC complementary activities in pursuit of specific objectives. Examples for KIC InnoEnergy: MSc SELECT, Innovation Project DEMITAR Examples for EIT ICT Labs: Security and Privacy Master Programme, Stress@Work, Strategic Coaching Examples for Climate KIC: SPARK! Lectures, Climate-KIC Journey, Innovation project portfolio XX, Pioneers into Practice programme  '''Kic Value Added Activity (KAVA)'''  KIC added value activities are activities carried out by the KIC LE and/or KIC Partners, or by them in co-operation with other entities, that within the priority areas of the KIC stimulate innovation. These activities include education, research and innovation and entrepreneurial programmes as well as programmes and projects contributing to the integration of the knowledge triangle within the KIC. The latter programmes and projects include, in particular, supporting and delivering the appropriate leadership, governance, co-location centres, mobility, intellectual property rights, coordination, administration and engagement by the KIC with other actors in Europe and beyond. </p> <p class=\""MsoNormal\"" style=\""text-indent: -19.6pt, margin-left: 19.6pt, margin-top: 0cm, margin-right: 39.85pt, margin-bottom: 6.2pt\""> <font face=\""Times New Roman\"">&#160, </font>These are KIC activities contributing to the integration of the knowledge triangle of research, innovation and higher education, including establishment, administrative and coordination activities of the KICs, and contributing to the overall objectives of the EIT. &#160,<o p=\""#DEFAULT\""></o> </p> <p class=\""MsoNormal\"" style=\""margin-left: -.25pt, margin-top: 0cm, margin-right: 0cm, margin-bottom: 9.8pt\""> The KIC added value activities may: <o p=\""#DEFAULT\""></o> </p> <p class=\""MsoNormal\"" style=\""margin-left: 18.5pt, margin-top: 0cm, margin-right: 0cm, margin-bottom: 6.2pt\""> <!----> &#8212,&#160,be financed up to 100% by the EIT financial contribution.&#160,<o><o> </p> <p class=\""MsoNormal\"" style=\""margin-left: -.25pt, margin-top: 0cm, margin-right: 0cm, margin-bottom: 9.9pt\""> The cost of KIC added value activities must: <o><o> </p> <p class=\""MsoNormal\"" style=\""text-indent: -19.6pt, margin-left: 37.6pt, margin-top: 0cm, margin-right: 27.15pt, margin-bottom: 6.2pt\""> &#8212,&#160,meet the criteria defined in the EIT Financial Regulation and the relevant provisions of the EU Financial Regulation and the Rules for Participation of Horizon 2020. &#160,<o><o> </p> <p class=\""MsoNormal\"" style=\""margin-left: -.25pt, margin-top: 0cm, margin-right: 39.95pt, margin-bottom: 8.65pt\""> The distribution of EIT funding between different activities, as well as co-financing rates, is the KIC's responsibility. The EIT sets the amount of its financial contribution for the proposed KIC Business Plan. <o><o> </p> <p> </p> </body> </html>  *EIT Funding: A Kava activity may be funded up to 100% from EIT funding  *Co Funding: KICs may co-fund KAVA activities with Partner contribution, with the revenues of the KIC activities or with other funding. KAVA activities may not be funded by other European programs' funding.  '''KIC Complementary Activity (KCA)'''  KIC activities other than KIC added-value activities, that are carried out by the KIC LE and/or KIC Partners, or by them in co-operation with other entities, that primarily focus on activities listed under article 4 of the FPA (nature of KIC activities) and meet the criteria of Article 6(1) of the FPA. </p> <p style=\""text-align: left\""> Whilst keeping in line with the above EIT requirements, the KIC LEs may establish their KIC specific system of criteria for KIC complementary activities that will serve as a detailed guide to their KIC partners. </p> <p class=\""MsoNormal\"" style=\""text-indent: -19.6pt, margin-left: 19.6pt, margin-top: 0cm, text-align: left, margin-right: 39.85pt, margin-bottom: 6.2pt\""> &#10146,&#160,&#160,&#160,&#160,These are KIC activities having a link with at least one KAVA and not financed from the EIT contribution. &#160,<o><o> </p> <p class=\""MsoNormal\"" style=\""margin-left: -.25pt, margin-top: 0cm, text-align: left, margin-right: 0cm, margin-bottom: 9.85pt\""> KIC complementary activities must: <o><o> </p> <p class=\""MsoNormal\"" style=\""margin-left: 18.5pt, margin-top: 0cm, line-height: 170%, text-align: left, margin-right: 151.7pt, margin-bottom: 6.2pt\""> &#8212,&#160,have a clear and described link with at least one KAVA, and&#160,&#160,&#8212,&#160,be funded from other sources than the EIT.&#160,<o><o> </p> <p class=\""MsoNormal\"" style=\""margin-left: -.25pt, margin-top: 0cm, text-align: left, margin-right: 0cm, margin-bottom: 9.8pt\""> The cost of KIC complementary activities must: <o><o> </p> <p class=\""MsoNormal\"" style=\""text-indent: -18.0pt, margin-left: 36.0pt, margin-top: 0cm, text-align: left, margin-right: 0cm, margin-bottom: 9.7pt\""> &#8212,&#160,be incurred by a KIC LE/partner (simplified methods of reporting may be established), <o><o> </p> <p class=\""MsoNormal\"" style=\""margin-left: 18.5pt, margin-top: 0cm, text-align: left, margin-right: 40.05pt, margin-bottom: 7.45pt\""> &#8212,&#160,be proportionate to the cost of KAVA and/or to the expected impact in furthering the mission of a KIC (i.e. the relative weight of KCA within KIC Activities must be suitable and reasonable to achieve the objectives of the activity), and&#160,&#8212,&#160,be incurred&#160,&#160,after the designation date of a KIC.&#160,<o><o> </p> <p style=\""text-align: left\""> </p> </body> </html>  *Source of Funding for the KCA: The KIC in order to finance the implementation of the activities should collect funding from different actors **Other EU funding programs **National or regional programs **Private investors **Partners contribution **KCA may not be funded by EIT funding  '''EIT leverage (25%-75%)'''  Leveraging and pooling resources As set in the EIT Regulation, the EIT funding on average may not exceed 25% of a KIC's overall funding, which means that the remaining minimum 75% must come from non-EIT sources. The non-EIT funding may include KIC partners' own resources, public funding at national, regional and EU level, such as, in particular, the – current and future – Structural Funds and the Framework Programme for Research and Innovation. The EIT requires and verifies that the KIC's internal provisions prevent double funding of activities. Setting an annual maximum EIT contribution, as part of a multiannual cycle, allows the EIT to ensure and incentivise the long-term involvement of KIC partners as well as their financial commitment to the KIC and provides for flexibility. The EIT funding therefore becomes a de facto catalyst for investment in innovation achieving a critical mass of resources.  ==Criteria== The activity shall be analysed in terms of innovatively, relevance with the KIC mission and in relation to the sound financial management *relevance: he condition of being relevant, or connected with the matter at hand. In the case of the KICs relevance of the actions in order to fulfill the mission of the KIC *novelty: Not only new but also unusual. Novel implies 'imaginative' but (unlike 'new') not necessarily 'unused' and (unlike 'original') not necessarily 'genuine.' An activity is novel if add any value on top of the existing knowledge""";;;;;
TT-Financial_Regulations_for_KICs-19;TA-Fund_Management-51;false;Financial Regulations of the EIT;false;false
TT-Contractual_Relations_of_KICs-19;TA-Fund_Management-51;false;Contractual Relations of KICs;false;=Contractual Relations of KICs=  Legal relationship between contracting-parties evidenced by *an offer, *acceptance of the offer, and a *valid (legal and valuable) consideration.  Existence of a contractual relationship, however, does not necessari
TT-Monitoring_of_Impact_in_KICs-19;TA-Fund_Management-51;false;Monitoring of Impact in KICs;false;=Monitoring of Impact in KICs=  As an institute focused on achieving market and societal impact, the EIT follows a resultsoriented and impact driven approach in its monitoring. KICs operate according to business logic, on the basis of annual KIC Business 
TT-KIC_Performance_Measurement_System-19;TA-Fund_Management-51;false;KIC Performance Measurement System;false;=Performance Measurement System (PMS)=  The EIT Performance Measurement System consists of several Key Performance Indicators (KPIs) applicable to four levels: Horizon 2020, EIT, Cross-KIC and individual KIC.  The Key Performance Indicators have been sele
TT-Contractual_Relation_of_KICs_with_EIT-19;TA-Fund_Management-51;false;Contractual Relation of KICs with EIT;false;=Contractual Relation of KICs with EIT=  The relations between the EIT and KICs are laid down on contractual agreements which set out their respective rights and obligations, ensure an adequate level of coordination and outline the mechanism for monitorin
TT-Contractual_Relation_of_KICs_with_Partners-19;TA-Fund_Management-51;false;Contractual Relation of KICs with Partners;false;=Contractual Relation of KICs with Partners=  The KIC composition is defined in Article 2 of the FPA providing that the “KIC” shall refer to the KIC LE and KIC partners. Given that the FPA and Grant Agreements (GAs) are concluded only between the EIT 
TT-Budgetary_Principles_for_KICs-19;TA-Fund_Management-51;false;Budgetary Principles of the EIT;false;false
TT-Budget_Structure_of_KICs-19;TA-Fund_Management-51;false;Budget Structure of KICs;false;false
TT-Budget_Implementation_in_KICs-19;TA-Fund_Management-51;false;Budget Implementation in KICs;false;false
TT-Procurement_by_KICs-19;TA-Fund_Management-51;false;Procurement by KICs;false;false
TT-Grants_for_KICs-19;TA-Fund_Management-51;false;Grants for KICs;false;false
TT-Specific_Agreements-19;TA-Fund_Management-51;false;Specific Agreements;false;false
TT-Presentation_of_Accounts_by_KICs-19;TA-Fund_Management-51;false;Presentation of Accounts by KICs;false;false
TT-External_Auditing_in_KICs-19;TA-Fund_Management-51;false;External Auditing in KICs;false;false
TT-Financial_Actors_in_KICs-19;TA-Fund_Management-51;false;Financial Actors in KICs;false;false
TT-Revenue_Operations_in_KICs-19;TA-Fund_Management-51;false;Revenue Operations in KICs;false;false
TT-Expenditure_Operations_in_KICs-19;TA-Fund_Management-51;false;Expenditure Operations in KICs;false;false
TT-Internal_Auditing_in_KICs-19;TA-Fund_Management-51;false;Internal Auditing in KICs;false;false
TT-Liability_of_Financial_Actors-19;TA-Fund_Management-51;false;Liability of Financial Actors;false;false
AF-Authorising_Officer-19;TA-Fund_Management-51;false;Authorising Officer;false;false
AF-Accounting_Officer-19;TA-Fund_Management-51;false;Accounting Officer;false;false
AF-Imprest_Administrator-19;TA-Fund_Management-51;false;Imprest Administrator;false;false
TT-Establishment_of_Budget_Structure_of_KICs-19;TA-Fund_Management-51;false;Establishment of Budget Structure of KICs;false;false
TT-Statement_of_Revenue_in_KICs-19;TA-Fund_Management-51;false;Statement of Revenue in KICs;false;false
TT-Statement_of_Expenditure_in_KICs-19;TA-Fund_Management-51;false;Statement of Expenditure in KICs;false;false
TT-Plan_for_Staff_in_KICs-19;TA-Fund_Management-51;false;Plan for Staff in KICs;false;false
TT-Multi_Annual_Programming_Document-19;TA-Fund_Management-51;false;Multi Annual Programming Document;false;false
TT-Budget_Amendment-19;TA-Fund_Management-51;false;Budget Amendment;false;false
TT-Strategic_Programming-19;TA-Fund_Management-51;false;Strategic Programming;false;false
TT-Resource_Programming-19;TA-Fund_Management-51;false;Resource Programming;false;false
TT-Co_location_Center_Partners-19;TA-Fund_Management-51;false;Co-location Center Partners;false;false
TT-Co_location_Center_Management-19;TA-Fund_Management-51;false;Co-location Center Management;false;false
TT-Co_location_Center_Activities-19;TA-Fund_Management-51;false;Co-location Center Activities;false;false
TT-Monitoring_Impact_in_Co_location_Centers-19;TA-Fund_Management-51;false;Monitoring Impact in Co-location Centers;false;false
TT-Co_location_Center_Funding_by_KIC-19;TA-Fund_Management-51;false;Co-location Center Funding by KIC;false;false
TT-Responsibilities_of_Co_location_Centers-19;TA-Fund_Management-51;false;Responsibilities of Co-location Centers;false;false
TT-KIC_Added_Value_Activities__KAVA_-19;TA-Fund_Management-51;false;KIC Added Value Activities (KAVA);false;false
TT-KIC_Complementary_Activity__KCA_-19;TA-Fund_Management-51;false;KIC Complementary Activity (KCA);false;false
TT-KAVA_Sources-19;TA-Fund_Management-51;false;KAVA Sources;false;false
TT-KAVA_Eligibility-19;TA-Fund_Management-51;false;KAVA Eligibility;false;false
TT-KCA_Eligibility-19;TA-Fund_Management-51;false;KCA Eligibility;false;false
TT-KCA_Sources-19;TA-Fund_Management-51;false;KCA Sources;false;false
TT-CLC_Performance_Measurement_System-19;TA-Fund_Management-51;false;CLC Performance Measurement System;false;#N�V?
TT-Co_location_Measurement-19;TA-Fund_Management-51;false;Co-location Measurement;false;false
TT-Allocation_of_Funding_in_EIT-19;TA-Fund_Management-51;false;Allocation of Funding in EIT;false;=Allocation of Funding in EIT=  see Annex 1.3 Note Principles Criteria process for allocation of funding 2014
TT-Assessment_of_Reporting_in_EIT-19;TA-Fund_Management-51;false;Assessment of Reporting in EIT;false;false
TT-Payments_in_EIT-19;TA-Fund_Management-51;false;Payments in EIT;false;false
TT-Audit_in_EIT-19;TA-Fund_Management-51;false;Ex Ante verification;false;false
TT-Ex_post_Audit_in_EIT-19;TA-Fund_Management-51;false;Ex-post verification;false;false
TT-Analysis_of_Past_Performance_of_KICs-19;TA-Fund_Management-51;false;Analysis of Past Performance of KICs;false;=Analysis of Past Performance of KICs=  In accordance with the sub-criteria and methods of calculation for determination of the EIT competitive funding, specified in the Note on the Principles, Criteria and Processes for the Allocation of Funding to the K
TT-Analysis_of_Multiannual_Perspective-19;TA-Fund_Management-51;false;Analysis of Multiannual Perspective;false;=Analysis of Multiannual Perspective=  In accordance with the Note on the Principles, Criteria and Processes for the Allocation of Funding to the KICs, the evaluation of the implementation of the long term strategy of the KICs was conducted by the EIT Gov
TT-Annual_Grant_Agreement-19;TA-Fund_Management-51;false;Annual Grant Agreement;false;false
TT-EIT_Funding-19;TA-Fund_Management-51;false;EIT Funding;false;false
TT-EIT_Support_Funding-19;TA-Fund_Management-51;false;EIT Support Funding;false;#N�V?
TT-EIT_Competitive_Funding-19;TA-Fund_Management-51;false;EIT Competitive Funding;false;#N�V?
TT-Earnings_by_KICs-19;TA-Fund_Management-51;false;Earnings of the KICs;false;=Earnings by KICs=  The Hearings take place in December in Budapest.  *Each KIC made a presentation to the Governing Board Members and replied to their questions *Each elected Governing Board without a declared conflict of interest prior to the Hearings p
TT-Multiannual_Briefing-19;TA-Fund_Management-51;false;Multiannual Briefing;false;=Multiannual Briefing=  In order to support the assessment of the multi-annual strategy of the KIC, the EIT prepared a multiannual overview of the evolution of the state of progress of the KICs in the previous years  and the contribution of the current 
TT-Assessment_of_KIC_Business_Plan-19;TA-Fund_Management-51;false;Assessment of KIC Business Plan;false;=Assessment of KIC Business Plan=  As specified in the Note on the Principles, Criteria and Processes for the Allocation of Funding to the KICs , the EIT availed itself of the expertise of external experts to assist in the evaluation of the KICs Business 
TT-Multiannual_Projection_of_the_Performance_of_KIC-19;TA-Fund_Management-51;false;Multiannual Projection of the Performance of KIC;false;false
TT-Previous_Year_Business_Plan_Implementation_by_KIC-19;TA-Fund_Management-51;false;Previous Year Business Plan Implementation by KIC;false;=Previous Year Business Plan Implementation by KIC=  The EIT assesses the implementation of KIC Business Plans of previous year  ==Implementation of the proposal== Overall KIC achievements and impacts of the 2012 activities in the framework of the KIC mul
TT-Core_KPI_of_KICs-19;TA-Fund_Management-51;false;Core KPI of KICs;false;==Core KPI (Competitive analysis)==  Key business statistics such as number of new orders, cash collection efficiency, and return on investment (ROI), which measure a firm's performance in critical areas. KPIs show the progress (or lack of it) toward real
TT-Consumption_of_Budget_by_KIC-19;TA-Fund_Management-51;false;Consumption of Budget by KIC;false;=Consumption of Budget by KIC=  Based on the final amount approved for the 2012 grant to the KICs, the EIT determined the KIC consumption of the EIT financial contribution.
TT-Components_of_Solar_Radiation-18;TA-Környezetvédelem_és_energia-136;false;Components of Solar Radiation;false;=Components of Solar Radiation=  [[Image:comp_solar_rad.PNG|Components of Solar Radiation|500px]]
TT-Value_of_Solar_Radiation-18;TA-Környezetvédelem_és_energia-136;false;Value of Solar Radiation;false;=Value of Solar Radiation=  [[Image:comp_solar_rad.PNG|Components of Solar Radiation|500px]]
TT-Sollar_Collector-18;TA-Környezetvédelem_és_energia-136;false;Sollar Collector;false;=Solar collector=  [[Image:solar_collector.PNG|Solar collector|500px]]
TT-Collector_Connections-18;TA-Környezetvédelem_és_energia-136;false;Collector Connections;false;=Collector Connections=  [[Image:collector_connections.PNG|Collector connections|1000px]]
TT-Identification_of_Components-18;TA-Környezetvédelem_és_energia-136;false;Identification of Components;false;=Identification of Components=  [[Image:identification_of_components.PNG|identification of components]]
TT-Solar_Primary_Circuit-18;TA-Környezetvédelem_és_energia-136;false;Solar Primary Circuit;false;#N�V?
TT-Check_Values-18;TA-Környezetvédelem_és_energia-136;false;Check Valves;false;=Check Values=  [[Image:check_values.PNG|check values]]
TT-Pipes-18;TA-Környezetvédelem_és_energia-136;false;Pipes;false;=Pipes=  Considering that the primary circuit is made of copper tube, the connections between tube and components can be done using different techniques  
TT-Air_Vents-18;TA-Környezetvédelem_és_energia-136;false;Air Vents;false;=Air Vents=  Solar thermal circuit is a close loop circuit. During the filling and pressurisation of the circuit, it can be helpful to acquire and install air vent to help expel the air that is normally present in the fluid.  
TT-Positioning_of_Solar_Collector-18;TA-Környezetvédelem_és_energia-136;false;Positioning of Solar Collector;false;=Positioning of Solar Collector=  [[Image:pos_solar_coll.PNG|positioning of solar collectors|500px]]
TT-Tube_Sizing-18;TA-Környezetvédelem_és_energia-136;false;Tube Sizing;false;=Tube Sizing=  When designing a solar thermal system one of the important tasks is tube sizing and selection.  In the design of a solar collectors field, it is important to consider the flow rate. [[Image:tube_sizing_2.PNG|tube_sizing_2|500px]]  
TT-Installation_Design_of_Pipes-18;TA-Környezetvédelem_és_energia-136;false;Installation Design of Pipes;false;=Pipe Installation=  Considering that the primary circuit is made of copper tube, the connections between tube and components can be done using different techniques 
TT-Components_Installation-18;TA-Környezetvédelem_és_energia-136;false;Components Installation;false;It is fundamental to know where each component is to be placed in a solar thermal circuit.  
TT-Refrigerant_Installation-18;TA-Környezetvédelem_és_energia-136;false;Refrigerant Installation;false;A circulating pump is a specific type of pump used to circulate gases, liquids, or slurries in a closed circuit 
TT-Integrated_Installation-18;TA-Környezetvédelem_és_energia-136;false;Integrated Installation;false;A solar thermal system always needs to integrate a backup system. 
TT-Commissioning-18;TA-Környezetvédelem_és_energia-136;false;Commissioning;false;=Commissioning=  Integrated application of a set of engineering techniques and procedures to check, inspect and test every operational component of the project. 
